review_no,accom_no,user_no,accom_nm,content,review_rate1,review_rate2,review_rate3
e5f78c85,9b0057ac,8a29258f,세인트존스 호텔,인피니티 풀 좋았지만 생각보다 호텔이 넓어서 가운입고 호텔에서 인피니티풀 이동이 엄청 오래 걸려요...아쉬운점 그거 하나네요주변 시설 먹을거 많고 친절하고 편하게 놀았네요피트니스 이용했는데 좋네요~,100,80,80
d2f255e3,9b0057ac,07fb945a,세인트존스 호텔,"오랜만에 가족여행이였는데 좋았어요룸컨디션도 좋았구요..1회용품이 지급이 안되더라구요, 환경보호차원이라고하니이해합니다. 또 따로 준비해가서 별문제는 없었어요.연박했는데 다음날 깨끗이 청소도 해주어서 좋았어요",70,60,70
85987db7,9b0057ac,87361562,세인트존스 호텔,여러번 왔지만  매우  만족합니다  다만 파인동 1층의 으악소리가 거실리네요  밤11시 까지 시끄러워 잠을  설쳐요,90,90,90
e62f6f23,9b0057ac,9316a04d,세인트존스 호텔,"방도 좋고 뷰도 엄청 좋아요! 오션뷰 진짜 후회 없는 선택이고 바닷소리도 엄청 잘 들려서 좋아요. 옆에 칵테일 파는 곳도 있고 바다 앞에 조형물도 잘 해주셔서 사진 스팟도 많습니다. 조식도 맛있고, 넷플릭스랑 유튜브도 되서 숙소에서 시간 보내기도 좋고요!대신 어매니티가 많이 없다는 점과 사람이 2명인데 티백은 하나만 준비하신 것 정도만 조금 신경 쓰이는데, 이거 감안할 정도로 뷰가 참 좋았어요~",100,100,100
cb991e36,9b0057ac,ee64961e,세인트존스 호텔,일류 호텔이라 그런지 매우 깨끗하고 좋은 호텔이었어요 바다가 보이는 뷰이면 어땟을까 아쉬워요 ㅎㅎ 침구류도 푹신하고 좋았네요사람이 너무 많아서 엘리베이터가 약간 불편했어요 ㅎㅎ....,100,80,100
fbb8504d,9b0057ac,e4822ca0,세인트존스 호텔,시원한 바다뷰가 너무 이쁘고 좋았어요.방컨디션도 괜찮았어요. 방음도 나쁘지 않구요앞에 바닷가가 가까워서 숙소에서 바로 가기도 좋구시내로 이동하기도 좋았습니다.,100,100,100
f0eefa58,9b0057ac,70c37704,세인트존스 호텔,정말 젛지만 예전만큼은 아니네요~~,100,100,80
6b3dbd3f,9b0057ac,bf8b4aad,세인트존스 호텔,저렴한가격에 만족♡,100,100,100
d17715fd,9b0057ac,439f706a,세인트존스 호텔,디럭스 오션뷰 방에서 묵었는데 뷰도 정말 멋지고 룸컨디션도 만족합니다.침대가 엄청 컸어요 5살 아이랑 세식구 잤는데도 넉넉해서 좋았어요수영장은 다른 리뷰들대로 작아서 좀 그랬지만 경치하나는 너무좋더라구요.단점은 제2주차장인가 공사중이라 아침에 창문여니까 14층이었는데도 소음이 심해서 닫아버렸어요,70,100,100
ef9be3f1,9b0057ac,481d0a52,세인트존스 호텔,정말 좋았습니다 다음에 기회되면 또 가고싶어요 근데 수영장에 들어갔다가 나오니 피부 뒤집어졌어요 제 피부 문제겠죠..ㅜㅜ,100,100,100
7d42d88f,9b0057ac,f5ecc70a,세인트존스 호텔,체크아웃할 때 엘리베이터 오래 기다린거 빼곤 나름 괜찮았어요,80,50,70
39d99818,9b0057ac,27dfece9,세인트존스 호텔,호텔안에 음식점이나 카페 그런곳들이 많지않아서 아쉬웠지만 룸도 업그레이드 해주시고 무엇보다 깨끗하여서 너무나 기분이 좋았답니다 여러분도 경포대오시면 이곳에서 자고가세요☺️,80,80,80
29c7d19b,9b0057ac,53344fb5,세인트존스 호텔,청결도는 좋으나  만약 다시 강릉에 간다면  가지 않을 호텔이다,70,60,70
e11804f4,9b0057ac,c9001c9d,세인트존스 호텔,바다가 보이는 객실이 인상적입니다좋은 추억 만들고 가네요,100,100,100
c6adc8cf,9b0057ac,07184915,세인트존스 호텔,깨끗하고 푹 쉬다갑니다.  체크인 대기시간이길어 좀 아쉽내요,100,100,100
2a6bcf5e,9b0057ac,4ff9c7c4,세인트존스 호텔,강릉에 살지만도 가끔이곳에 오고싶을정도로 좋음,100,100,100
160395d4,9b0057ac,8fcc585f,세인트존스 호텔,아주 까알끔합니다.,100,100,100
0d84e62e,9b0057ac,456c693e,세인트존스 호텔,뷰도 좋고 넘 좋았습니다 담에 또 방문하고시ㅠ어요,100,100,100
0af23abb,9b0057ac,ccf2a2aa,세인트존스 호텔,방음이 너무 안되서 옆방소리 참기 너무 힘들었어요체크인 너무 느리고 가격대비 최악,60,60,60
86a1b74d,9b0057ac,717a6d4f,세인트존스 호텔,강릉갈때마다 이용해요 위치가 넘 좋아요,70,70,70
5b903682,9b0057ac,b034d497,세인트존스 호텔,깔끔하고 좋았어요직원분들 친절해요^^,100,100,100
593213aa,9b0057ac,45be0a7e,세인트존스 호텔,객실에서 본 전망이 진짜 좋았아요 조식도 맛있고 정말 깨끗하고 ㅠㅠ 여름이 아니라 수영장 못간게 좀 아쉽지만 그 외에 시설 모든것들이 다 맘에 들었어요 ^—^ 여름에 또 갈 예정 이에용 ㅎㅎㅎ,100,100,100
e45cd9f3,9b0057ac,eb6baac5,세인트존스 호텔,2박으로 오션뷰 디럭스룸을 갔는데 뷰도 너무 좋고난방도 잘되어서 따뜻하게 잘있다왔습니다주변 307포차에서 밤에 분위기있게 술도 한잔하고낮에는 포이푸에서 핫도그에 맥주도 간단하게 한잔하고행복하고 즐겁게 2박을 보내고 왔습니다호텔 내 말고도 주변에 많은 맛집도 있어서 숙소로는 최고의 위치인것 같습니다한가지 다만 아쉬웠던건 욕실이 곰팡이에 물때가 껴있는 청소상태가 안좋아서 좀 그랬습니다,100,60,100
2aaa02d6,9b0057ac,fd0a6ccf,세인트존스 호텔,생각만큼 룸크기도 적당했고 우선 오션뷰다 보니... 뷰다 다했어요. 13만원에 트윈룸..적당하게 잘 쓴거같아요.,100,80,80
c60611ca,9b0057ac,402a1ddf,세인트존스 호텔,"강릉에 일이 있어 종종 가는데 갈 때 마다 웬만하면 세인트존스에 묵는 편입니다침대도 푹신하고 방도 넓고, 깔끔하고 너무 좋아요인기가 많아 주차가 금방 꽉 찬다는 점과 체크인이 4시라는 점, 슬리퍼를 구매해야 한다는 점이 좀 아쉽지만 그걸 감안할 정도로 평타 이상은 치는 곳 입니다일층에 빵집도 괜찮구요해변이 바로 앞에 있어서 산책하기도 좋고 야경도 예쁩니다",100,100,100
27c74159,9b0057ac,da632ba7,세인트존스 호텔,코로나로 인해 답답함과 지친 일상을 보상받고 싶은 맘과 함께 어머니와 세자매가 함께 한 여행 동해안의 바닷바람과 먹거리 휴식같은 여행을 하고자 떠난 여행가볍게 떠나자 한 여행이라 호텔에 머물면 간단한  휴대용품은 비치되어 있을거라 생각했는데코로나로 인해 목욕용품과 슬리퍼 등이 구비되어 있지 않다 하여 의아함 누군가 사용하던 대용량 제품보다 일회용으로 쓰면 안전성이 더 있을텐데 하는 마음과 실내 슬리퍼가 구비 되어 있지 않아 불편함 하지만 아쉬운 대로 잘 머물다 갑니다.,80,80,70
8e80655a,9b0057ac,e38a3ca7,세인트존스 호텔,슬리퍼랑 어매니티 없어서 실망스럽고 세면대에 물도 세여~ 뷰만 맛집이에요 ㅜㅜ,50,40,30
d27aca86,9b0057ac,a4c28f55,세인트존스 호텔,바다가 생각한것보다 잘보여서 좋았고 침대도 푹신해서 잘 쉬다왔습니다!! 다음에도 강릉가면 또 이용할거에요🖤,100,100,100
1e6e6c0e,9b0057ac,4d36f26f,세인트존스 호텔,친구들이랑 놀러갔는데 정말 좋았어요아침에 일어나서 들리는 파도 소리가 정말 좋았습니다,100,100,100
dc79e350,9b0057ac,228ab497,세인트존스 호텔,갑자기 가게돼서 늦게 예약했지만 다시한번쯤 가고싶은곳이다다만 주변에 너무 먹을데가없음ㅜㅜ,100,100,100
bd422673,9b0057ac,7f91cc2e,세인트존스 호텔,작년에도 왔는데 역시나 올해에도 너무 멋지고 좋았어요객실 룸 컨디션도 너무 좋았네여~~!수영장도 따뜻해요!,100,100,100
b1108b9d,9b0057ac,764ba83d,세인트존스 호텔,일회용품을 전부 구매를 해야하고 수건부분에 대해 부족하게 느꼈습니다.체크인시 물품에 대해 체크하게하여 미리 구입하고 들어갈 수 있도록 했으면 좋겠습니다. 있을거라 생각하고 들어갔는데 없어서 부모님께서 가셨는데 어려우셨다고하네요.특히 슬리퍼부분이 매우 불편하셨다고 합니다.뷰는 정말 좋네요.주변에 볼 곳도 많고 힐링하기는 좋다고 합니다.특히 침구가 매우 좋았다고합니다.,100,100,100
24d8774b,9b0057ac,33fd298e,세인트존스 호텔,시설도 깨끗하고 만족합니다,100,100,100
3ae6621b,9b0057ac,a429db65,세인트존스 호텔,"첫째날은 스카이베이서 자구(지마켓구입) 둘째날은 세인트존스에서 잤는데 둘다 동일조건 더블디럭스룸 오션뷰 조식포함. 세인트존스가 살짝 더 비싸긴한데 많이 차이 안남 여러분 세이트 존스 가세요!!!대추천이에요!스카이베이 더블 디럭스룸인데 글케 작을줄이야..그리고 세인트침대 정말 환상적이에요 특급호텔급이예요 스카이베이는 룸서비스안되여 세인트존스는 되구,1층에 오빠닭도있도 피자에땅,편의점.플라잉보울,포장마차도 있어염 8층14층에 얼음 가져갈수 있도록 제빙기 설치됬구 룸안에 아이스버킷있구요.조식도 스카이보다 훨 맛있어요 ㅋㅋ 종류수도 더 많은듯ㅋㅋ 식사 하고 나서 호텔앞에 강문해변 산책로꼭가보시길 추천합니다!너무 근사해요!저갔을땐 인피니트풀 공사중이여서 그걸 못본게 좀 아쉽네요 ㅋㅋ 직원분들도 세인트존스가 더 친절하구요 ㅎㅎ세인트존스 정말 대추천 합니다!!!2018년도에 지은 호텔이라 그런지 깨끗하고 좋았어요😍(아 방음은살짝아쉽)",100,100,100
496b3b8e,9b0057ac,ae3085d5,세인트존스 호텔,아이와 방문했습니다. 침대가드 미리 부탁드려서 세팅해주셔서 편하게 이용했습니다. 오션뷰 정말 환상적으로 좋았습니다~기본적으로 실내화는 구비되어있지 않았고 바닥은 엄청나게 깨끗하진 않았지만 맨발로 다니기 양호했습니다. 화장실 세면대와 샤워실엔 닦이지 않은 물때와 곰팡이가 있었습니다.체크아웃일 아침 8시 전후부터 메이드 분들이 윗층과 앞방에서 청소하기 시작하셨고 방음이 안되는지 쿵쾅쿵쾅^^^^^^^^^^^모닝콜을 해주셨네요~윗층에서 천장 내려앉는줄 알았어요,60,100,60
e75361b3,9b0057ac,c420b5b0,세인트존스 호텔,어서오세요 호갱님 입장,100,100,100
d96ea30c,9b0057ac,1e0a3565,세인트존스 호텔,시설은 좋고 해변가랑 가까워서 접근성이 좋았어요엘레베이터가 불편해서 체크인/체크아웃때 엘베 기다리느라 시간 많이 썼네요그리고 배란다에 담배꽁초가 널브려져 있었어요 금연 객실인데 말이죠 바로 프론트 전화해서 청소해주시긴 하셨는데 불쾌했습니다,60,100,60
9d29941c,9b0057ac,7041050d,세인트존스 호텔,침구에서 쌀알만한 벌레가 나와서 좀 불쾌했습니다..그외에는 수영장도 좋고 여러모로 잘 묵었습니다! 다음에도 이용하고싶습니다.,100,80,60
850f74b9,9b0057ac,33309167,세인트존스 호텔,오션뷰도 객실 상태도 좋랐어요,100,100,100
ca565cc1,9b0057ac,3597ca41,세인트존스 호텔,객실이 많아서인지 그만큼 투숙객들도 엄청 많은 양이었습니다.체크인하는 것만해도 대기인원이 백명이 넘어가드라구요.하지만 그렇게 많은 사람들이 있음에도 불구하고 곳곳에 안내해주시는 분들이 많이 계셔서 물어보거나 도움 받은 것이 전혀 어렵거나 힘들지 않았습니다.셀프체크인 할 수 있는 기계도 옆에 헬퍼분들이 서 계셔서 쉽고 빠르게 할 수 있었습니다.인원이 많아 복잡한 것은 어쩔수 없으나그것을 제외하고는 위치도룸 컨디션도 직원분들 친절도도 만족하였습니다,100,100,100
55cadec8,9b0057ac,065266fd,세인트존스 호텔,전망은 정말 좋았는데 객실 수에 비해 엘리베이터가 너무 적어서 너무 불편했습니다. 그리고 엘리베이터가 몇층에 있는지 알려주는 화면도 없어서 너무 답답했습니다. 호텔이 규모도 크고 고급스러워 보이는데 왜 엘리베이터는 이렇게밖에 설계 못했는지 이해가 안 가네요. 엘리베이터랑 화장실이 미닫이 방식인거 빼곤 괜찮았습니다,60,80,100
b266ecc5,9b0057ac,f6bea082,세인트존스 호텔,아직 주변이 공사중이라 정신이없었고 새로 지은곳이라 좋긴했는데 옆방 방음이 안되서 말소리가 다들려서 시끄러웠어요.,100,80,60
947a22b8,9b0057ac,e96830a4,세인트존스 호텔,시설은 새로 지은지 얼마안되어서 공사중인곳이 많았고 넓은 프론트 대비 체크인도 줄을 서야하고 무료로 제공하는 사우나 찜질방 쿠폰은 이용할수도 없이 대기인원이 너무많아 이름과연락처를 적고난뒤 기다려야 입장할수있었는데 그마저도 사우나는 10시까지라서 입장포기했습니다  또한 아침 조식도 수용인원 대비 좁은 탓인지 그것마저도 다 줄서야했어요오션뷰로 예약했는데 반은 시티뷰 측면에 바다 조금보이구 강문해변이랑 가까운건 좋았는데 솔직히 저는 추천 안하고싶네요,60,60,60
a057d831,9b0057ac,8d3b9342,세인트존스 호텔,가족분 예약잡아드렸는데 굉장히 만족하셨다고합니다!!!,100,100,100
bdc5ee87,9b0057ac,dd111e2e,세인트존스 호텔,굳굳 사람이별로없어서 좋았어요,100,100,100
9d6c9f37,9b0057ac,fd182563,세인트존스 호텔,애견 동반해서 매년 방문하는 호텔입니다입실 시에는 괜찮았는데 밤 되니까 하수구 냄새가 너무너무 심해서 도저히 잠을 잘 수 없을 정도더라구요ㅠ거의 밤 새우고 아침에 빠르게 체크아웃 했습니다..몇번을 방문 했지만 이렇게 잠 못 잘정도로 냄새가 심한 경우는 처음입니다.. 애견 동반하시는 분들은 룸 냄새 꼭 꼭 체크해서 컨디션 괜찮은 룸 배정 받으세요ㅠ 비싼 돈 들여 온건데 기분이 좀 그렇네요ㅠ그리고 슬리퍼 없습니다 챙겨가시거나 호텔 내 편의점에서 구매하세요..,50,100,10
2aafe378,9b0057ac,a0bcf78e,세인트존스 호텔,성수기에는 절대 비추,60,40,80
86e1550b,9b0057ac,d77971b6,세인트존스 호텔,생각했던 것 보가 훨씬 깔끔하고 규모가 커서 좋았어용 ㅎㅎ 인피니트풀도 완전 만족스러웠습니다!! 가까운 곳에 편의점도 있어서 수영장 이용 후에 편의점에서 라면 사서 객실 안에 있는 커피포트 끓여서 먹었는데 환상이였어요..테라스 공간도 최고!! 밤에 거기서 해변 바라보면서 와인 한잔했습니다 ㅎㅎ 다음에 시간과 여유가 된다면 또 가고싶어요!! 호캉스 처음 하는 제친구도 호캉스가 이런거였냐며 엄청 좋아했어요 ㅋㅋㅋㅋ,100,100,100
